Active Ingredient,Days Until Expiry,Storage Temperature (°C),Warning Labels Present,Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Safe/Not Safe
1,1.0834198128570829,-0.03958337806755154,1.0,0.24752611700449412,-0.2446558970474772,-0.22441785575129766,0.9883635866457804,1
1,-0.002074037692117776,-1.7438063979115737,0.0,1.518975172955388,0.6606967498262094,1.3140366234123404,-1.668765947735457,0
9,-1.1789778967086195,1.7686094152791174,1.0,-0.3111399402814409,0.35043348438982175,-0.5394541251865226,0.06680751875219355,1
1,-1.2361091520006828,-0.11131056900356712,1.0,0.9913785282533659,0.27723699472000196,1.5443411255845545,-1.313188853300206,0
1,-0.1582328021570905,0.19827460990305312,0.0,-0.063508295260882,0.21777462709047282,0.536622284060277,0.17532780231397405,1
1,-1.003775380479626,1.4225129475480482,0.0,-0.28756500036322774,-0.21093695413545407,-1.3816318970207495,-1.2959935577885093,0
0,0.6339872712261858,-1.190845824226707,0.0,-0.3692838953828894,-1.416288001584595,-1.5442337134356476,0.7816948683363111,1
6,0.5920910173453394,0.5083621403101435,0.0,-0.6460939105578267,1.50330482038331,-1.12244648659669,-1.3467424165694974,0
3,1.727098622480995,-0.712504510320151,0.0,-1.7383286442542027,0.32107157433866274,0.007261669050672507,-1.2236276907958006,0
8,0.851086041336026,0.021711391321681737,0.0,1.6830738377394825,-1.1510007889533855,-4.369104453562341e-16,0.4815530478156074,1
4,1.2014910737940134,-1.4536273108722517,1.0,-1.1173980824909928,0.7822074920232328,-1.1722196259119906,1.4173351657926467,0
2,-0.5200640856734907,1.2980931143757306,1.0,1.0561495532087986,1.6434924285603452,-0.69931255954885,-0.04728575783658403,1
9,1.2205348255580346,0.7326119706477907,1.0,0.05532215777851849,-1.0986573091907543,-0.6459072514132643,0.6176790268839716,1
3,-1.3922679164656555,-1.250398544752776,1.0,-0.4416459074867091,-2.2097223386550313e-16,-0.853005909266964,0.9496592776860339,1
5,-0.5162553353206866,0.8528021646711893,1.0,0.438490553230268,1.061397054242641,-0.5689195627155241,0.8548573329590126,1
7,-0.002074037692117776,-0.2037327541493266,1.0,0.6096742643026029,1.6077837982321286,-0.9459367295392853,0.504648040932115,1
3,-0.10491029721783153,-0.7578911711684775,1.0,-0.2623605815521227,1.835725669408769,-0.9227307439487766,-0.1691508419357199,1
9,-0.4591240800286233,-1.7507799326350482,0.0,0.2728630720264263,-0.9586159033015225,-1.108118717955198,-0.8081726810728307,1
5,-0.07444029439539783,-0.24398765622652177,0.0,-1.9832628806700359,-1.309848681837433,1.9937241882921746,-1.4951801458969298,0
0,-0.3943753240309517,0.5441099202704706,0.0,-0.9926684096189936,-0.8396814501788219,-4.369104453562341e-16,0.39021098280668665,1
1,0.8129985378079838,-0.501483819366095,0.0,0.41280343686808135,-1.7063993603151608,-0.6699324975217111,0.209665896984766,1
2,-0.721927854372114,-1.706851470313656,0.0,0.827459247321121,-0.8992439242143927,-0.3632103222917965,-0.4212744170101722,1
9,-1.0113928811852342,-1.4258199912832004,0.0,-2.023868905091327,1.5610813247921858,-4.369104453562341e-16,0.22763988771399496,0
5,1.4833385999015254,-0.64316135134234,0.0,0.4934772994318863,-0.9513570764910895,1.0830919726720092,-0.5321946389173576,0
1,-1.7921867035100978,0.6611625698871347,1.0,1.6994184985451055,-0.6892275573451266,1.510008070982241,-1.8096544802312766,0
4,-1.7959954538629022,0.9980680859014555,1.0,0.0,0.0827713258129416,0.5447997712263619,-1.1068586238912592,0
8,0.9348785490977186,-1.539821263155209,1.0,0.9059739249738024,0.2339034720044126,-0.36972669914370865,0.8083854573917846,1
0,-0.4019928247365601,-0.8404392835647754,0.0,-1.7920297621524373,1.7582672339815488,-1.5457071884163456,-1.1343251757995128,0
1,-0.8361903649562404,-1.0153286192146,0.0,-1.6507263773144596,1.5068463734326027,1.9623484822493997,2.9138925070997446e-15,0
5,-1.8188479559797275,1.3927019376250338,0.0,-0.47758527002563084,-1.4424658769897716,0.1656827956786667,0.5092402713843691,1
7,0.9729660526257607,8.528873628836683e-16,1.0,0.9187462108160461,-2.2097223386550313e-16,0.7477413934071948,1.5308211162418424,0
3,-1.7540991999820557,0.023864513197403976,1.0,1.5908559508989317,0.30212489201212706,-0.1882489512720768,0.4665454284924844,1
9,1.7347161231866033,-0.9719850981389753,0.0,1.5156566186913905,-1.6831079654401473,-0.6533384408167909,2.9138925070997446e-15,1
2,-1.5141479277553904,-1.5749692196572427,1.0,1.1212065978009866,0.16249145670654228,-4.369104453562341e-16,-0.11815386983421211,1
0,-0.002074037692117776,8.528873628836683e-16,1.0,-0.6708927858625421,-1.159406215221494,1.586804803833732,-0.06572587591056363,0
1,-1.7388641985708388,1.768703421157815,1.0,0.758225716251727,1.5155378146162193,-0.7677345061366576,-0.9198258174999107,1
0,-0.08967529580661468,-0.216515859441316,1.0,-1.8165473209602092,0.04867257322226815,-0.23595814501394285,0.12059909000646164,0
3,-0.6381353466104214,0.7818203992139268,0.0,-0.9076264199210647,-2.2097223386550313e-16,-1.5743858958441719,-0.1933592446851748,1
4,0.6339872712261858,-1.5290500562409814,0.0,0.3770915718214013,0.996244919683763,-0.5532668754946668,0.27602145401670636,1
0,1.011053556153803,0.8461854417398682,1.0,0.8127330709445234,0.4469850574865597,-0.4072968961838374,-1.4836026180667738,0
1,0.39022724864671615,-1.2784863725538818,1.0,0.8210998676775577,-0.14526304428987158,2.0803319481518376,0.6446449662883665,0
6,-1.7655254510404683,0.20009496837633822,1.0,0.6370182441983787,1.307544335416099,-4.369104453562341e-16,-0.2612370090709041,1
1,-0.13538030004026524,1.1715793705576096,1.0,-1.0638063021716342,0.3340875589714915,-1.1397793364363278,0.6835646672198262,1
9,1.011053556153803,1.3313233547245824,0.0,-0.10466436846413223,-2.2097223386550313e-16,0.5874161645403373,0.16272615602504575,1
2,1.53285235448798,-0.7553698824877026,0.0,1.1869572215912922,-1.450286890246916,0.9323648403431514,-0.5021078553135551,0
7,1.620453612602477,1.2032613710885443,1.0,1.6378104833428895,0.4685149991223085,-1.5270140263477427,2.9138925070997446e-15,1
8,0.851086041336026,0.021711391321681737,0.0,1.6830738377394825,-1.1510007889533855,-1.5716665245261345,0.4815530478156074,1
0,-0.002074037692117776,1.540809549428856,1.0,1.7104358128148962,-1.497189278660387,-0.6754639210152107,0.5113386086905676,1
7,-0.809529112486611,-0.30829116539799806,0.0,-1.5305469248677337,-1.7288971810679818,-1.5551967656307146,-1.297198820906453,0
5,0.5349597620532762,-0.9182712750503444,1.0,1.2608520593484194,-0.032234481787049844,-1.142718580585841,0.5080263544483724,1
7,-1.3732241647016346,-0.9182260492698939,1.0,-0.4016639973380694,1.4963211773940943,-1.2710933909641193,-0.4863623838065018,1
0,0.8815560441584597,1.7542757051884827,0.0,-1.7433506457035397,0.7758146315689161,1.2989633767247843,2.9138925070997446e-15,0
3,1.639497364366498,1.58204079049348,0.0,0.12496591881243771,-0.05613159734986014,0.06298345736271525,0.5209408104700516,1
0,1.0529498100346493,-0.14440620207340793,0.0,1.1009428535469243,1.3821523334874508,2.156175771633144,2.9138925070997446e-15,0
0,-0.002074037692117776,-0.566608470839232,1.0,-0.19088617723027446,-0.8285477222136856,1.9202107616040485,0.794857881655187,0
9,-0.4591240800286233,-1.7507799326350482,0.0,0.2728630720264263,-0.9586159033015225,-1.108118717955198,-0.8081726810728307,1
3,-0.48578533249825284,-0.815748924708201,0.0,1.367471392856667,0.6449270766362324,-0.1859068996930149,0.3535922332976966,1
3,-0.21917280780195791,-0.9218691130984465,1.0,0.8156666665676467,0.22588085188388018,-1.0350696508345754,-0.09325872474649356,1
3,-1.4989129263441734,-0.6319866242534722,0.0,-0.3777974952975261,-1.6406164192211137,-0.8003206955046805,-0.4742139362268763,1
5,-0.002074037692117776,1.294977759504421,0.0,-1.0808789752547194,-1.4891785142923195,-1.0480821180182145,-0.2999243622064307,1
1,0.8129985378079838,-0.501483819366095,0.0,0.41280343686808135,-1.7063993603151608,-0.6699324975217111,0.209665896984766,1
8,-0.13918905039306945,1.1923556336407743,0.0,-1.1028893832714972,0.15231143974036537,-0.7536645548991372,-0.3291099172168743,1
6,0.4778285067612131,0.46757825334832126,1.0,0.5519214406578511,0.7343814271233157,-1.5054349799402822,0.7442502519233525,1
3,-0.3524790701501054,-0.7372795782111382,1.0,-1.632257513284362,1.7172411356553903,-0.6644327458758091,0.9684372573801385,0
2,-0.002074037692117776,-1.5615565116903436,0.0,0.0,-1.6896169248437012,1.110589877678236,-1.8449964433612078,0
9,-0.002074037692117776,-1.754076007404179,0.0,0.7336657972038013,1.238782045490687,-1.389529539530898,0.21698535414258188,1
8,0.851086041336026,0.021711391321681737,0.0,1.6830738377394825,-1.1510007889533855,-1.5716665245261345,0.4815530478156074,1
8,0.37880099758830355,0.5299219497139708,1.0,-0.15169657228774047,-2.2097223386550313e-16,-0.8809664217948532,-1.8837933129633506,0
2,0.4740197564084089,0.3499583510801437,1.0,0.0,-0.9965278446621124,-1.509185453235881,-0.6886986021883099,1
0,-0.5924303423767708,0.47845141320569906,0.0,0.4373894310130948,1.5816442353617437,0.09567346836204367,-0.854844513424307,1
8,-0.9504528755403668,1.559039949047025,0.0,-0.09498818784757919,-1.194915743151046,0.3288524761205606,0.6549389936716414,1
1,0.16170222747846338,-0.164647744947894,0.0,-1.0583404792271214,-0.24947071268603319,0.6387395535727953,0.24061623300818735,1
8,0.8548947916888302,1.6474904156604957,0.0,1.196727213787106,-0.22778809230893443,0.5043415013839635,-0.37915714800672073,1
8,-1.776951702098881,8.528873628836683e-16,0.0,0.6359476909138987,-0.5994461258384249,-1.358436586286808,-0.15741406654390055,1
1,1.2014910737940134,-1.3149341947688686,0.0,0.05042375303563289,0.2897323452941168,-1.5400278249431785,0.12947515809009288,1
1,-0.2801128134468253,1.53535326036489,1.0,0.0,0.5352128440114977,0.6737502356996093,-0.9230056462326095,0
0,0.9691573022729565,1.383460740439293,0.0,-1.482052499256176,-2.2097223386550313e-16,0.6674124203668316,-1.7528849292525202,0
7,-1.7921867035100978,-0.17449436003851296,1.0,-0.09119152814650966,-0.8346879806756955,-0.22427068927759036,-0.060104536516050876,1
3,-1.220874150589466,0.9779863105719385,1.0,-0.18934890528453396,0.47050058981791354,0.9968064629238387,0.3634995122725346,0
2,-1.239917902353487,0.4895421416247107,0.0,-0.7207932972006446,0.5315238825930061,-0.488293385588507,-0.8258955535864828,1
9,0.05505721759994542,1.3855832383532598,1.0,0.8211289024277613,-1.6196315832669657,2.159121031470122,-1.502111202850438,0
4,-0.542916587790316,8.528873628836683e-16,0.0,-0.4147991931220039,-1.5827734117919308,-0.09390813488391332,-1.2215252609197405,0
1,-0.7866766103697856,0.7074867526366174,0.0,0.2569700396614325,-1.4045085379741034,1.9754610998525237,1.1973843742302381,0
9,0.10076222183359597,-0.11280599074185052,1.0,-1.0145052950912543,-0.3944374443807575,-0.9074154025531064,1.4721969925950573,0
9,0.16931972818407182,-0.6155966008882535,0.0,0.0,-1.2781844366276816,-1.0691477387142692,-0.6063143213485881,1
2,-1.544617930577824,1.6922073612914335,0.0,1.061896242286546,-0.6280135135071966,0.3183798128072596,-0.7485721881921116,1
7,1.212917324852426,0.7285763318511878,1.0,0.19206974229728835,-0.9181543344149192,0.45036589365724394,0.5412305908317845,1
8,-1.1104203903581438,0.19970787925138875,0.0,1.3417121533262464,-0.2645677899442375,0.6094822387300601,0.6764851575740298,1
9,0.7139710286350742,-0.38782463250629656,0.0,1.0310029815772104,1.806402176322103,-1.1581996306335216,-0.8015534522625491,1
6,1.5937923601328474,-0.8230661185498516,0.0,-0.39645964313982884,0.4328374167404538,-4.369104453562341e-16,1.3429926969532118,0
0,-1.6055579362226915,-1.4588576369791009,1.0,0.4287616561781518,0.8007143716133671,1.4364169368563795,-1.5446790747116876,0
3,-0.3524790701501054,-0.7372795782111382,1.0,-1.632257513284362,1.7172411356553903,-0.6644327458758091,0.9684372573801385,0
5,-0.06301404333698518,-1.0258376534427487,0.0,-0.9780018770415166,1.1959055166479258,1.119695093245601,-1.3766236541315338,0
7,-1.2170654002366617,-0.04498018954886412,0.0,0.9429381577830913,-0.7554027115157126,1.4985740019742946,-0.8696514618438107,0
4,-0.055396542631376756,-0.01747172693529477,1.0,-0.6113381608761327,-1.2369859992833163,-1.3364222844951401,-0.8098326292764032,1
1,0.5044897592308426,-0.0012220130878680604,0.0,-0.8298944099250569,-1.1529397563491843,1.3837892003429197,0.08208341479643719,0
6,0.14646722606724652,1.2192195625675797,0.0,-1.3947305420134946,0.9132416372335298,2.1297796702328435,-0.8081483994359344,0
6,-1.506530427049782,8.528873628836683e-16,1.0,1.7188097809713303,-0.5091638978795242,0.7457034149256476,1.045650318372562,0
1,1.53285235448798,-0.2037327541493266,1.0,0.6096742643026029,1.6077837982321286,-0.9459367295392853,0.504648040932115,1
9,0.19217223030089708,0.6600792181538117,1.0,0.09651217568224296,0.12347651651449354,0.011053481404496229,-0.169889140773603,1
3,-0.3524790701501054,-0.7372795782111382,1.0,-1.632257513284362,1.7172411356553903,-0.6644327458758091,0.9684372573801385,0
5,1.209108574499622,1.6681912674903792,1.0,-0.07209287888343809,-2.2097223386550313e-16,0.23771758820798133,-0.6599789769808166,1
1,-0.05920529298418097,-1.6295594516794472,0.0,0.0,0.22324302037333046,0.15300464592368207,0.6967259557757928,1
2,1.7689948763618413,-0.5605486339752387,0.0,-1.36013851864975,-2.2097223386550313e-16,0.7067511239774228,-0.8066601856939816,0
8,-0.6838403508440719,-0.9411941756891619,0.0,-0.3134022458103212,-0.44282376559321596,-1.5584891050556362,0.3667451978903575,1
0,1.5557048566048053,8.528873628836683e-16,0.0,-0.5971113451127241,-1.309891423701283,1.4455622954228033,0.6492270078368161,0
1,1.7309073728337991,1.292829488442452,1.0,1.4358861402469916,-0.45751414643463373,2.1997574698034037,-0.3916852017328784,0
1,-0.8361903649562404,-1.0153286192146,0.0,-1.6507263773144596,1.5068463734326027,1.9623484822493997,-1.7917162644054714,0
9,1.4871473502543295,-0.8779048353073512,0.0,0.0,-2.2097223386550313e-16,0.7295116142329302,1.713652177692215,0
