Active Ingredient,Days Until Expiry,Storage Temperature (°C),Warning Labels Present,Dissolution Rate (%),Disintegration Time (minutes),Impurity Level (%),Assay Purity (%),Safe/Not Safe
Aspirin,806,22.204400876705584,1.0,92.186912367538,13.151429495233089,0.1879952086434318,104.47616923722376,Safe
Aspirin,521,15.10543717081188,0.0,98.91357750728368,20.42939984567113,0.3834617628605709,91.51753000102644,Not Safe
Paracetamol,212,29.736452060007515,1.0,89.231261510183,17.93524814194152,0.1479686398538227,99.98180324368084,Safe
Aspirin,197,21.9056203067617,1.0,96.12230093890425,17.34683446312514,0.4127228349754697,93.251655201857,Not Safe
Aspirin,480,23.19520149616604,0.0,90.54136917533982,16.868826970609422,0.2846882832612578,100.51104925381728,Safe
Aspirin,258,28.294782610321437,0.0,89.3559859148119,13.422490133989973,0.040966717256674,93.33551548349276,Not Safe
Amoxicillin,688,17.408801811279126,0.0,88.92364799311972,3.7328855191506314,0.0203075315644548,103.46826001513784,Safe
Lisinopril,677,24.486875237441765,0.0,87.4591706940138,27.202977606481475,0.0738972197610365,93.08801676576664,Not Safe
Cetirizine,975,19.40133893048958,0.0,81.68064793434252,17.699212922380962,0.2174309826679738,93.68843887365466,Not Safe
Omeprazole,745,22.45972505563559,0.0,99.78174974172404,5.865482661874477,0.21650835970679796,102.00448885852052,Safe
Ciprofloxacin,837,16.314182025866153,1.0,84.96571228235254,21.40620328466637,0.0675733511212439,106.5682343265686,Not Safe
Atorvastatin,385,27.776510136766618,1.0,96.46497530213892,28.329921079098987,0.1276580113948397,99.42537812723128,Safe
Paracetamol,842,25.42099089488986,1.0,91.17004766014354,6.28626266960591,0.1344433610425215,102.66836595995504,Safe
Cetirizine,156,17.16073416010957,1.0,88.54081313081642,15.118175128462333,0.1081306806337623,104.28741096623774,Safe
Ibuprofen,386,25.921644750190158,1.0,93.19721931619542,23.65055896529666,0.144224942773214,103.8250683575273,Safe
Metformin,521,21.52063446257965,1.0,94.10287534415274,28.042865693906336,0.096323462763346,102.11712156237888,Safe
Cetirizine,494,19.212280189736585,1.0,89.4893311594292,29.875250219180067,0.0992718724186354,98.83105043642968,Safe
Paracetamol,401,15.076388818966318,0.0,92.3209588016406,7.4120308478014385,0.0757176178318948,95.71458457720784,Safe
Ibuprofen,502,21.352952131392463,0.0,80.38481104499392,4.588532449565711,0.4698186801763988,92.36409609930864,Not Safe
Amoxicillin,418,24.63578309137268,0.0,85.62560088620421,8.368123953025822,0.21650835970679796,101.55901984685808,Safe
Aspirin,735,20.28034843149524,0.0,93.06132033592138,1.4007314414468803,0.1313908611898188,100.67851379596306,Safe
Atorvastatin,332,15.25937341431806,0.0,95.2550777437488,7.889311722756725,0.17036109235764,97.60146098282746,Safe
Paracetamol,256,16.43001378627679,0.0,80.16998283173604,27.667432741717214,0.21650835970679796,100.76617172098366,Not Safe
Ibuprofen,911,19.6901887835332,0.0,93.48812946087742,7.470383277087114,0.3541193574098525,97.06051063731528,Not Safe
Aspirin,51,25.12336746362429,1.0,99.86822199127865,9.57759627845924,0.4083606884383089,90.83042625184632,Not Safe
Ciprofloxacin,50,26.52675188142188,1.0,90.87736300365452,15.783559227369246,0.2857272644336994,94.25791363669654,Not Safe
Omeprazole,767,15.955139968694404,1.0,95.67046359240136,16.998483911996644,0.1695331616346484,103.59842819478288,Safe
Amoxicillin,416,18.868424927210565,0.0,81.39653947082152,29.25257550963202,0.0201203209052491,94.1239611392229,Not Safe
Aspirin,302,18.139921068343785,0.0,82.14411213090489,27.23144752720934,0.4658322761395077,99.65598753820875,Not Safe
Ibuprofen,44,28.170604451116148,0.0,88.35067412681641,3.5224461928900457,0.2375589956554009,102.13951755660884,Safe
Metformin,777,22.36928596567941,1.0,95.7380360126472,15.118175128462333,0.3115117774837632,107.1216975549206,Not Safe
Cetirizine,61,22.468693913509316,1.0,99.29386637607286,17.546903882706907,0.1925906069630529,101.93129772422084,Safe
Paracetamol,977,18.32046908313921,0.0,98.89602052914326,1.5879668594975684,0.1334991998690093,99.65598753820875,Safe
Atorvastatin,124,15.80873068737446,1.0,96.8091628666386,16.424415308124278,0.21650835970679796,99.07975918587186,Safe
Amoxicillin,521,22.36928596567941,1.0,87.32797099770166,5.797912921648578,0.4181180084948476,99.33544693099051,Not Safe
